Country,Long,Lat,Paper,Range,,,,,,
Argentina,-71.0746,-37.8775,"Masciocchi et al. (2013) Distribution, dispersal and spread of the invasive social wasp (Vespula germanica) in Argentina. Austral Ecology 38: 162-168",Invaded,,,,,,
Argentina,-71.1167,-37.8000,"Masciocchi et al. (2013) Distribution, dispersal and spread of the invasive social wasp (Vespula germanica) in Argentina. Austral Ecology 38: 162-168",Invaded,,,,,,
Argentina,-67.7174,-37.7712,"Masciocchi et al. (2013) Distribution, dispersal and spread of the invasive social wasp (Vespula germanica) in Argentina. Austral Ecology 38: 162-168",Invaded,,,,,,
Argentina,-70.6009,-37.6172,"Masciocchi et al. (2013) Distribution, dispersal and spread of the invasive social wasp (Vespula germanica) in Argentina. Austral Ecology 38: 162-168",Invaded,,,,,,
Argentina,-70.1833,-37.6167,"Masciocchi et al. (2013) Distribution, dispersal and spread of the invasive social wasp (Vespula germanica) in Argentina. Austral Ecology 38: 162-168",Invaded,,,,,,
Argentina,-70.2700,-37.3794,"Masciocchi et al. (2013) Distribution, dispersal and spread of the invasive social wasp (Vespula germanica) in Argentina. Austral Ecology 38: 162-168",Invaded,,,,,,
Argentina,-70.6817,-37.1832,"Masciocchi et al. (2013) Distribution, dispersal and spread of the invasive social wasp (Vespula germanica) in Argentina. Austral Ecology 38: 162-168",Invaded,,,,,,
Argentina,-69.8538,-37.0534,"Masciocchi et al. (2013) Distribution, dispersal and spread of the invasive social wasp (Vespula germanica) in Argentina. Austral Ecology 38: 162-168",Invaded,,,,,,
Argentina,-69.8788,-36.8137,"Masciocchi et al. (2013) Distribution, dispersal and spread of the invasive social wasp (Vespula germanica) in Argentina. Austral Ecology 38: 162-168",Invaded,,,,,,
Argentina,-70.7000,-36.8000,"Masciocchi et al. (2013) Distribution, dispersal and spread of the invasive social wasp (Vespula germanica) in Argentina. Austral Ecology 38: 162-168",Invaded,,,,,,
Argentina,-70.6395,-36.3468,"Masciocchi et al. (2013) Distribution, dispersal and spread of the invasive social wasp (Vespula germanica) in Argentina. Austral Ecology 38: 162-168",Invaded,,,,,,
Argentina,-69.5809,-35.4721,"Masciocchi et al. (2013) Distribution, dispersal and spread of the invasive social wasp (Vespula germanica) in Argentina. Austral Ecology 38: 162-168",Invaded,,,,,,
Argentina,-68.3304,-34.6162,"Masciocchi et al. (2013) Distribution, dispersal and spread of the invasive social wasp (Vespula germanica) in Argentina. Austral Ecology 38: 162-168",Invaded,,,,,,
Argentina,-69.1019,-33.0384,"Masciocchi et al. (2013) Distribution, dispersal and spread of the invasive social wasp (Vespula germanica) in Argentina. Austral Ecology 38: 162-168",Invaded,,,,,,
Argentina,-69.2056,-32.9502,"Masciocchi et al. (2013) Distribution, dispersal and spread of the invasive social wasp (Vespula germanica) in Argentina. Austral Ecology 38: 162-168",Invaded,,,,,,
Argentina,-68.8441,-32.8902,"Masciocchi et al. (2013) Distribution, dispersal and spread of the invasive social wasp (Vespula germanica) in Argentina. Austral Ecology 38: 162-168",Invaded,,,,,,
Ascension Island,7.9467,-14.3559,"Archer (1998) The world distribution of the Euro-Asian species of Paravespula (Hym., Vespinae). Entomologist's Monthly Magazine 134: 279-284",Invaded,,,,,,
Australia,146.667,-41.974,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,147.1270,-41.4400,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
Australia,146.8230,-41.1070,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
Australia,146.2792,-38.9706,"Ward et al. (2002) Colony structure and nest characteristics of European wasps, Vespula germanica (F.) (Hymenoptera:Vespidae), in Victoria, Australia. Australian Journal of Entomology (2002) 41, 306–309",Invaded,,,,,,
Australia,142.4833,-38.3833,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,145.0934,-38.2854,"Ward et al. (2002) Colony structure and nest characteristics of European wasps, Vespula germanica (F.) (Hymenoptera:Vespidae), in Victoria, Australia. Australian Journal of Entomology (2002) 41, 306–309",Invaded,,,,,,
Australia,145.2860,-37.8620,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
Australia,140.7828,-37.8294,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,145.2790,-37.8180,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
Australia,144.9631,-37.8136,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,145.3850,-37.7830,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
Australia,145.6530,-37.7550,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
Australia,145.4472,-37.6568,"Ward et al. (2002) Colony structure and nest characteristics of European wasps, Vespula germanica (F.) (Hymenoptera:Vespidae), in Victoria, Australia. Australian Journal of Entomology (2002) 41, 306–309",Invaded,,,,,,
Australia,145.8976,-37.2343,"Ward et al. (2002) Colony structure and nest characteristics of European wasps, Vespula germanica (F.) (Hymenoptera:Vespidae), in Victoria, Australia. Australian Journal of Entomology (2002) 41, 306–309",Invaded,,,,,,
Australia,144.2667,-36.7500,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,149.8333,-36.6667,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,146.9158,-36.0806,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,145.5667,-35.6333,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,144.9667,-35.5333,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,149.2342,-35.3533,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,149.1244,-35.3075,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,147.3689,-35.1189,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,150.2560,-35.1030,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
Australia,117.8814,-35.0228,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,138.6010,-34.9290,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,138.5580,-34.8900,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
Australia,147.5667,-34.8667,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,145.8833,-34.8000,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,146.5500,-34.7500,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,135.8586,-34.7322,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,150.5833,-34.5833,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,150.3833,-34.5500,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,150.9000,-34.4667,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,150.8831,-34.4331,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,146.0400,-34.2900,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,142.0167,-34.0833,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,150.8535,-33.9856,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,147.2167,-33.9167,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,151.2094,-33.8600,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,150.5500,-33.7000,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,149.5778,-33.4200,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,148.0167,-33.3833,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,149.1000,-33.2833,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,151.7500,-32.9167,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,137.7667,-32.4833,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,147.393,-32.442,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,148.6011,-32.2569,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,115.9610,-31.9850,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
Australia,115.9610,-31.9850,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
Australia,115.9610,-31.9850,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
Australia,141.4678,-31.9567,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,115.8589,-31.9522,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,152.9000,-31.4333,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,149.2667,-31.2500,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,121.4658,-30.7489,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,151.6500,-30.5000,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,145.9333,-30.1000,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,151.1167,-29.7667,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,152.9333,-29.6833,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,114.1600,-27.7100,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,152.7019,-25.5375,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Australia,144.634,-22.278,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Canada,-82.7390,42.0363,"Buck et al. (2008) Identification Atlas of the Vespidae (Hymenoptera, Aculeata) of the northeastern Nearctic region. Canadian Journal of Arthropod Identification No.5 (February 2008)",Invaded,,,,,,
Canada,-83.0364,42.3149,"Buck et al. (2008) Identification Atlas of the Vespidae (Hymenoptera, Aculeata) of the northeastern Nearctic region. Canadian Journal of Arthropod Identification No.5 (February 2008)",Invaded,,,,,,
Canada,-76.5019,42.4440,"Galloway, T.D., and Preston, W.B. 1982. Distribution and occurrence of yellowjackets (Hymenoptera: Vespidae: Vespula spp.) in Manitoba. The Canadian Entomologist, 114: 79–80.",Invaded,,,,,,
Canada,-80.1000,42.8830,"Buck et al. (2008) Identification Atlas of the Vespidae (Hymenoptera, Aculeata) of the northeastern Nearctic region. Canadian Journal of Arthropod Identification No.5 (February 2008)",Invaded,,,,,,
Canada,-80.3845,43.1940,"Buck et al. (2008) Identification Atlas of the Vespidae (Hymenoptera, Aculeata) of the northeastern Nearctic region. Canadian Journal of Arthropod Identification No.5 (February 2008)",Invaded,,,,,,
Canada,-80.4832,43.4503,"Buck et al. (2008) Identification Atlas of the Vespidae (Hymenoptera, Aculeata) of the northeastern Nearctic region. Canadian Journal of Arthropod Identification No.5 (February 2008)",Invaded,,,,,,
Canada,-80.2482,43.5448,"Buck et al. (2008) Identification Atlas of the Vespidae (Hymenoptera, Aculeata) of the northeastern Nearctic region. Canadian Journal of Arthropod Identification No.5 (February 2008)",Invaded,,,,,,
Canada,-79.6406,43.5953,"Buck et al. (2008) Identification Atlas of the Vespidae (Hymenoptera, Aculeata) of the northeastern Nearctic region. Canadian Journal of Arthropod Identification No.5 (February 2008)",Invaded,,,,,,
Canada,-62.992,45.347,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Canada,-73.5673,45.5017,"Morse et al. (1977) The Economic Status of an Immigrant Yellowjacket, Vespula germanica (Hymenoptera: Vespidae), in Northeastern United States. Environmental Entomology  6: 109–110",Invaded,,,,,,
Canada,-56.093,48.848,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Canada,-122.7349,49.1115,"Akre et al. (1989) Additional Range Extension by the German Yellowjacket, Paravespula germanica (Fabricius), in North America (Hymenoptera: Vespidae). Pan-Pacific Entomologist 65: 79-88",Invaded,,,,,,
Canada,-123.1207,49.2827,McCann et al. (2015) Developing a paired-target apparatus for quantitative testing of nest defense behavior by vespine wasps in response to con- or heterospecific nest defense pheromones. Journal of Hymenopteran Research 46: 151-163,Invaded,,,,,,
Canada,-97.1384,49.8951,"Galloway, T.D., and Preston, W.B. 1982. Distribution and occurrence of yellowjackets (Hymenoptera: Vespidae: Vespula spp.) in Manitoba. The Canadian Entomologist, 114: 79–80.",,,,,,,
Chile,-71.594,-35.829,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
Chile,-80.7769,-33.7744,"Scofeild (2004) Conservation of birds in the Juan Fernandez Islands. Notornis, 2004, Vol. 51: 170-175",Invaded,,,,,,
Chile,-70.4197,-33.7635,Estay & Lima (2010) Combined effect of ENSO and SAM on the population dynamics of the invasive yellowjacket wasp in central Chile. Popul Ecol (2010) 52:289–294,Invaded,,,,,,
Iceland,-18.441,64.91,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
New Zealand,168.3540,-46.4020,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,168.3540,-46.4020,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,168.3220,-46.1460,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,170.7150,-45.4840,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,170.7150,-45.4840,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,169.3790,-45.2440,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,168.6610,-45.0330,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,168.6610,-45.0330,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,-175.9305,-44.0237,Palmer (2011) Chatham Islands Biosecurity: A Snapshot 2011 – 2017. http://www.cic.govt.nz/wp-content/uploads/2017/12/6327_CIC_Chathams-Bio-Security-Book_Nov2017_FA-web.pdf,Invaded,,,,,,
New Zealand,170.7800,-43.9210,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
New Zealand,170.78,-43.921,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
New Zealand,172.4660,-43.6420,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,172.4660,-43.6420,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,172.7890,-43.0430,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,172.7890,-43.0430,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,174.9080,-41.2780,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,175.5227,-41.0300,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,176.2160,-40.9000,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,174.9780,-40.8930,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,175.3840,-40.3600,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,176.0830,-38.6830,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,178.0070,-38.6210,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,178.0070,-38.6210,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,178.0070,-38.6210,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,176.038,-38.599,"de Villiers M, Kriticos DJ, Veldtman R (2017) Including irrigation in niche modelling of the invasive wasp Vespula germanica (Fabricius) improves model fit to predict potential for further spread. PLoS ONE 12(7): e0181397.",Invaded,,,,,,
New Zealand,174.8390,-36.9710,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,174.8390,-36.9710,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,175.8060,-36.6360,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,175.8060,-36.6360,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,175.8060,-36.6360,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,175.8060,-36.6360,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,174.7940,-36.2710,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,174.3360,-35.7280,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,174.1330,-35.2590,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
New Zealand,173.2920,-34.8770,Brenton-Rule et al. (In Press) The origins of global invasions of the German wasp (Vespula germanica) and its infection with four honey bee viruses. Biological  Invasions. ,Invaded,,,,,,
